X,Y
1,4.47615172330521
2,3.79878607130717
3,5.97656576008894
4,4.47442690285998
5,5.47757310936831
6,4.76027100488438
7,5.54588333425423
8,4.48744994741696
9,3.7840073396955
10,5.11945741211874
11,2.75459879434251
12,4.11608447059985
13,2.07505224009612
14,1.34171051338143
15,2.50388040764186
16,2.48477256703307
17,3.80399684250061
18,2.23591837432741
19,1.75235156536677
20,2.30933201111249
21,1.62353248074483
22,2.96915609815471
23,1.28476145729978
24,-0.297460934077143
25,1.21835934325269
26,0.630296518044451
27,-1.06071924447606
28,-1.67415058196601
29,-0.712004723137576
30,-0.352888587250454
31,0.43541255161888
32,1.39702710056173
33,0.307118391371937
34,0.339175349856408
35,0.798581271247305
36,0.700044832278551
37,1.23109592187593
38,1.60072478678164
39,1.27348878397217
40,1.59430977994557
41,2.85277501622044
42,4.65477839835993
43,3.9397045006969
44,5.28737271261968
45,3.49036003101134
46,3.50090580314313
47,3.44930195965656
48,2.75423528099004
49,5.15897207333007
50,6.44741167786652
51,5.43453157981855
52,6.00263185010447
53,4.94602855153118
54,4.75855411237724
55,5.5107387732755
56,4.91294205299561
57,4.26891398016616
58,5.80082349592394
59,6.2918839970345
60,5.3138892037913
61,3.13446262152012
62,4.45600941140084
63,3.7559287108585
64,2.74979713394796
65,4.38063118724333
66,2.17473004601186
67,2.252895871221
68,3.71747226576872
69,3.46481437186573
70,1.85355003354056
71,0.800556889130634
72,1.64650220726384
73,1.04147787154142
74,-0.466731700216535
75,1.46575409077972
76,0.135518031218292
77,3.0503799496232
78,0.936556602025366
79,1.84606264606998
80,1.95950918691306
81,1.57454772916332
82,2.12320007585195
83,0.837452523397254
84,0.268910952950824
85,3.91247627469971
86,2.71977875873458
87,3.48877867079982
88,2.31851081896941
89,5.31455506257456
90,5.02881384083395
91,4.71310532474266
92,4.06738785449741
93,3.70523209243394
94,3.82270561108622
95,4.01650801148215
96,5.39647277714706
97,4.61639883014999
98,6.21289227575948
99,6.18862594609627
100,7.06374189418509
