X,Y,CLASE
0.1564306357355773,0.8486078160301496,C1
0.1864028409493153,0.8202742346136652,C1
0.17320957359281206,0.812916891820592,C1
0.2496129314273544,0.8160228148978937,C1
0.22017852183842937,0.7964155286154752,C1
0.24027500170317087,0.7609332997182147,C1
0.22468539203191684,0.7692261260336571,C1
0.2807500545959773,0.7021648946850545,C1
0.22589544511976334,0.710636779065312,C1
0.2132991307511914,0.639898156896574,C1
0.24414202671250212,0.6451221509057969,C1
0.23935822889588787,0.5682073864575177,C1
0.19079612617631456,0.5220072272175645,C1
0.14753196252201975,0.5331719455746191,C1
0.1999269905361668,0.47304380347790603,C1
0.13583910849631034,0.42839485047549275,C1
0.1435879511552985,0.3287481160190029,C1
0.1477408318841452,0.2844855081330405,C1
0.142229383390122,0.36719269206330357,C1
0.15626710015380735,0.26273113069200166,C1
0.1867332053935443,0.24567289986233715,C1
0.17884487531802903,0.21569154203661706,C1
0.19329360120229508,0.16408458244005109,C1
0.24659629764828683,0.19967155333185038,C1
0.29352787080365117,0.17738785040585894,C1
0.2865119553632272,0.22770171555055876,C1
0.30392379484298043,0.14917637809685186,C1
0.36373801824528645,0.20725073005357697,C1
0.3658803196886393,0.268595199703156,C1
0.36641967625804966,0.2538479642807792,C1
0.3711049990799221,0.2936618529905305,C1
0.4232745695937011,0.2629298282207065,C1
0.4580869438801072,0.3135544778050095,C1
0.49830679390222277,0.256401360251826,C1
0.5369566699427336,0.2895243272152037,C1
0.5220900655993141,0.3141426893572644,C1
0.6470577255082827,0.3637318374038138,C1
0.6513193356080066,0.32780245874199493,C1
0.7204667784381648,0.28307294146981976,C1
0.7544531232194156,0.27540073326972325,C1
0.7246640101415799,0.23054724597951967,C1
0.7441690224527682,0.20493933936345907,C1
0.7793937208309116,0.15536489786010893,C1
0.7836823280946037,0.10477815330532214,C1
0.7636999723305543,0.150272200958957,C1
0.1508175024384949,0.8599664559776601,C1
0.15729769428311904,0.9085345768689039,C1
0.09245074275899345,0.927427911715294,C1
0.07097343886171965,0.8671969247960514,C1
0.04486049894363248,0.8709333811670885,C1
0.003821363797583202,0.8777759334818919,C1
0.022893025529431003,0.8359607892710234,C1
0.030004113266052745,0.756056301108854,C1
0.018475654591084988,0.8150862191418023,C1
0.0,0.7521489195213408,C1
0.0,0.8223342367787191,C1
0.0495938632353264,0.8555532460104599,C1
0.10153614203637683,0.8333127267381724,C1
0.09124666077477354,0.7648124311644153,C1
0.06762350187500057,0.816515822107308,C1
0.0739013118129461,0.7446163497285364,C1
0.053745023460976066,0.7427876905082961,C1
0.042587191888240464,0.6821100317913555,C1
0.0,0.6821979123027587,C1
0.06275194048487617,0.5665259651301818,C1
0.017758121170636465,0.6114423583444136,C1
0.11004302011443169,0.6573298604305683,C1
0.13772000650745234,0.7207759284328643,C1
0.12088631918671193,0.7391384033490781,C1
0.19860780263796046,0.7273326306935357,C1
0.20412780173663728,0.7537911540585196,C1
0.16824298611174984,0.715384029777837,C1
0.1846402292620455,0.6854916529946754,C1
0.17080869325136686,0.6985120166515233,C1
0.143302303742221,0.5721372056710852,C1
0.06977121803642344,0.5442425842260534,C1
0.08757641658879836,0.48728841390414573,C1
0.04830097587966345,0.48934947602772944,C1
0.039939109044659665,0.42410939796843783,C1
0.0,0.3887622791048966,C1
0.09154926702090987,0.3865562760438872,C1
0.035075959748097636,0.40110506463699896,C1
0.11958597568729644,0.4160250368660565,C1
0.12257587662875227,0.39814978052840133,C1
0.08869948754202595,0.3510158380336178,C1
0.07810498952042905,0.3617523176554959,C1
0.04913089877356629,0.20032591262367383,C1
0.07350606207894991,0.16434533695587758,C1
0.06057760519213385,0.1690674089901624,C1
0.010160403932565655,0.07211490636095634,C1
0.055878136982284575,0.04900219582074422,C1
0.10105518719026456,0.033331570097256784,C1
0.17117992841975174,0.10981749995022726,C1
0.2268612043570062,0.13812518723896666,C1
