X,Y,CLASE
0.5163336703917094,0.6378261448711198,C1
0.4803694417753164,0.6094925634546354,C1
0.4058186596046634,0.6128270445609334,C1
0.4648221251784767,0.6006589334962765,C1
0.4234825261480002,0.5886886642848372,C1
0.43625273558717154,0.6066655548844321,C1
0.3959369632296184,0.5889925231585448,C1
0.44833849058089376,0.4974928371828082,C1
0.41729425998778275,0.48916328400691117,C1
0.46605546043336044,0.4321712925659361,C1
0.5280350057033442,0.5030736333855813,C1
0.5443142353602441,0.5559881591439507,C1
0.4820153755927268,0.6075418184125331,C1
0.40853034643295527,0.6691108494380513,C1
0.43711499556399946,0.645640389282039,C1
0.3602061402793953,0.5872448055518629,C1
0.36062871251281325,0.4723240369534144,C1
0.37943413409280025,0.41278739492549343,C1
0.42795392998735665,0.48938496519897295,C1
0.4346653763254719,0.4063070516264132,C1
0.44040531887890977,0.3800844003115735,C1
0.3766541768084222,0.37606890052718306,C1
0.3563031181712302,0.44970902089467824,C1
0.3857954357341191,0.5937416341943842,C1
0.44096906311824985,0.6432458917355984,C1
0.4486056885289661,0.708833791022257,C1
0.4770069336470744,0.5875411579710659,C1
0.5166739133790627,0.5554987084902347,C1
0.49683740354570516,0.5588018484003706,C1
0.4387665967105546,0.4814310729959635,C1
0.36469451245754825,0.5227723651199105,C1
0.3518434329443924,0.5363350393617667,C1
0.34819288749655547,0.6343091947861416,C1
0.35727608820999807,0.615341162587855,C1
0.4160732079208267,0.6392997090660574,C1
0.37922779230069686,0.6287877926816131,C1
0.46115361345944095,0.5974245597757813,C1
0.4306154390377069,0.5156730786880865,C1
0.4283317452185562,0.49385461262884944,C1
0.43759192731350804,0.5747718024521133,C1
0.4224553550868126,0.5955966619723321,C1
0.4556971244459448,0.5776257724272508,C1
0.4616167411218078,0.5219417172671171,C1
0.42744242865125676,0.49121121709687654,C1
0.3983022348552447,0.6023836115609338,C1
0.44386831946129973,0.5804516311798164,C1
0.46500105215706405,0.5709784223316172,C1
0.41205929007448994,0.5333578308527602,C1
0.38050836434205726,0.4731268439335176,C1
0.3772900195038767,0.5181031924878432,C1
0.38295585832083695,0.5554938130865638,C1
0.43774308837733905,0.5243704927750664,C1
0.4585909331619048,0.45057561826968046,C1
0.4369888526517781,0.5401536045865463,C1
0.37112068130203274,0.5108191800783938,C1
0.3601182186807133,0.5428194119808755,C1
0.3737813295668042,0.5378533358577196,C1
0.4440392844317799,0.47895513464473116,C1
0.48320212854277483,0.44405771418328305,C1
0.45774740203660935,0.5843505031495362,C1
0.4438779683042371,0.6086774458651042,C1
0.4090691391011269,0.6786367471120697,C1
0.3777640638580735,0.6210138952235209,C1
0.28341798897461246,0.5813892869658315,C1
0.37228686596521376,0.42142264078157454,C1
0.35385077694366573,0.38385924962922946,C1
0.47269340618015265,0.39614387660307493,C1
0.5095282306051359,0.4886106094750925,C1
0.48811562426841404,0.5848706585152955,C1
0.5447740802461486,0.6188869882856292,C1
0.5063364567914047,0.7476815404017361,C1
0.44206234326743304,0.7337128707481874,C1
0.4181650990770931,0.7404781759057265,C1
0.3860178870024892,0.7428067156632037,C1
0.3621746327061284,0.5889386432272397,C1
0.32161176391539636,0.5427151808118575,C1
0.40260604488831353,0.42313747050791933,C1
0.4274354704029172,0.41450670873213197,C1
0.4813469021852594,0.38134210237095356,C1
0.4125450774572956,0.4422213986017519,C1
0.5741673313053414,0.5331870038066905,C1
0.4728206176759122,0.5538454060565858,C1
0.4932257673913725,0.5733475885282309,C1
0.4449317753538376,0.5814381902319055,C1
0.3982344130223635,0.532776844322926,C1
0.4077871586710845,0.5694791819861338,C1
0.3852235545465955,0.4615118964511672,C1
0.3967777446072315,0.5141207188067312,C1
0.403080747587537,0.6608913083612317,C1
0.3819686280302493,0.5990690842585306,C1
0.4313494962927532,0.5392986917776177,C1
0.4115058964737984,0.48849778752762524,C1
0.4294309609210985,0.5542918934812248,C1
0.4869438044647455,0.6024558251545102,C1
0.46944121867506355,0.603536530312993,C1
0.4281928718468278,0.5232516852988691,C1
0.43592772548299724,0.5443067384596983,C1
0.38493873075337326,0.5565516593840236,C1
0.4527307688841677,0.6190155198584071,C1
0.43914377822585743,0.6017441673225425,C1
0.378568067921644,0.5460999928924514,C1
0.48503762060644845,0.5617296745162256,C1
0.4532043859629025,0.6067237714581809,C1
0.38983435594641025,0.6010036224842484,C1
0.43141985534473354,0.5854817437984078,C1
0.4371764909476331,0.5361325177173185,C1
0.49459016603792616,0.498074868674253,C1
0.42948808600946775,0.5120839502950786,C1
0.37866093116648325,0.5640975733357746,C1
0.406736598232417,0.6796855384831981,C1
0.44866740944856276,0.6211296212323087,C1
0.43519273134396197,0.6511293111797904,C1
0.5119798025997719,0.5393712164129588,C1
0.454498436312357,0.551930157058566,C1
0.42695216370548345,0.5146069725388561,C1
0.42482428044136145,0.475281429214569,C1
0.3170933348454777,0.5875632817333777,C1
0.31410135675744777,0.6814332652687966,C1
0.40879282693189584,0.7224749658362839,C1
0.4722245937725814,0.7214492770407209,C1
0.4967107447894301,0.6894268847115292,C1
0.492139925379818,0.5483831692296016,C1
0.5024900599218602,0.46460751970104713,C1
0.4328794125994141,0.47278640925186977,C1
0.4292284282508748,0.4257884087884014,C1
0.36678379559927754,0.44974039313500447,C1
0.3275121913025604,0.539127545739123,C1
0.31722510392349745,0.5831565148991341,C1
0.33760412211482005,0.6653422509327731,C1
0.3737127283561538,0.6863245430863272,C1
0.44306331182594544,0.6466234893245572,C1
0.4868727250403908,0.6400102991117098,C1
0.4992197200802112,0.5391596760726605,C1
0.49491223041625115,0.4309627539032997,C1
0.5128590487300763,0.43189962923535663,C1
0.44434521039533975,0.39859562487396644,C1
0.4112775191807269,0.3580649870058599,C1
0.4013246190126555,0.4181830703499456,C1
0.3741652920825924,0.45206417689917094,C1
0.3885299441987054,0.4844541498510903,C1
0.3274813408681174,0.5646490605145577,C1
0.3418320192452958,0.6564006302706418,C1
0.3560999390930761,0.6870181536809031,C1
0.3813385845256483,0.7254280346863281,C1
0.42325394492567747,0.6912364053182141,C1
0.46022287540021123,0.6787167373443731,C1
0.5697571728225317,0.6561029306617899,C1
0.3778151246885616,0.4652498655912764,C1
0.30740429579723233,0.4619278043868227,C1
0.36813886708553406,0.4082224504601586,C1
0.4036828779797394,0.38553735008604006,C1
0.41797490286984856,0.3833742049977754,C1
0.47934289414271464,0.3946179724376955,C1
0.5062937633458445,0.40130773766282707,C1
0.5747201324223642,0.46701967865646515,C1
0.5283796456874063,0.5367187569449,C1
0.5291070963680581,0.5305903362777111,C1
0.5234175611761614,0.6364279580193605,C1
0.3026965667150019,1.0,C2
0.19530251812292238,0.9635972831625688,C2
0.16455848338353854,0.9293464460921861,C2
0.14159812613790798,0.8470898288989728,C2
0.15684136781186198,0.7221933754103411,C2
0.10506364886295741,0.7253821285199284,C2
0.07218237405331245,0.587431234498573,C2
0.12206685778912026,0.5914092894337077,C2
0.1360021698307713,0.49088599722399096,C2
0.0983308071056663,0.4083371159274432,C2
0.17038442172393675,0.44102898213662534,C2
0.1930514276875699,0.33178808798380344,C2
0.19682373990005267,0.22438571977808913,C2
0.28500034516779355,0.189761140043736,C2
0.34637505150794284,0.10765507574274857,C2
0.3894164952717467,0.09244324684077282,C2
0.4541276764987958,0.09240663536952572,C2
0.47937863702028377,0.09818720857323501,C2
0.5571523405880162,0.046432563531917596,C2
0.6672473014238247,0.08786315721525309,C2
0.6729015587549396,0.1570157695853239,C2
0.728787393404188,0.24885356993534968,C2
0.7288627189251959,0.3326086565281799,C2
0.7353159082270899,0.40385751069237913,C2
0.7765454183071324,0.46868820011130374,C2
0.7661834615871066,0.6069279857677655,C2
0.7630012900055599,0.6540175777421522,C2
0.7438430597193049,0.6860010357436348,C2
0.7517102481393024,0.8110513156952032,C2
0.6819865057526329,0.8386601692443226,C2
0.6327908458755233,0.9490842306739103,C2
0.48473867564967277,0.941499713888736,C2
0.47490637600150293,1.0,C2
0.3593558485787016,1.0,C2
0.30956697460864047,1.0,C2
0.3309613662098597,0.9633270779434512,C2
0.23876560046224166,0.9814003362832472,C2
0.1845564546670685,0.8250368573979525,C2
0.15188791932032236,0.8908958739943118,C2
0.12082121456033963,0.8233328617228061,C2
0.1082392064562872,0.7656967611102629,C2
0.1170001440909342,0.663420066558489,C2
0.042600240183124666,0.6572173795739629,C2
0.08660202515320647,0.5425455072720363,C2
0.057127623571445685,0.520057670148303,C2
0.08258299872758951,0.5932894648226316,C2
0.12492829518114343,0.6661394544909733,C2
0.1667328401432464,0.7318531409342359,C2
0.19661003712586292,0.7097490051317423,C2
0.1682568484900404,0.8220236389010684,C2
0.2465140613944772,0.8580199346981771,C2
0.2309485217113104,0.9021812986549327,C2
0.22504818869188795,0.8861025048001324,C2
0.240171451352868,0.9362300690959722,C2
0.188553155493454,0.9034976544101941,C2
0.16575987132939546,0.9074883141544624,C2
0.1351709628006834,0.8449895788072309,C2
0.11700345865646117,0.7866697387960986,C2
0.07266005799920446,0.8101458151980911,C2
0.09447197349950028,0.7633767465368592,C2
0.05134911883804821,0.7062440451485397,C2
0.05074433352782401,0.6622749045309234,C2
0.029660838515660946,0.6405639112363941,C2
0.07589050740347404,0.7411182634973122,C2
0.12538171839564125,0.8145768972687608,C2
0.11743193926354085,0.8965473553310076,C2
0.057055476690555954,0.9110577321530282,C2
0.16242243037124363,0.9113337406126616,C2
0.1546056300148047,1.0,C2
0.17273048615514033,0.9692642420839432,C2
0.20215992914175734,0.9328092240062397,C2
0.1418124723420555,0.9167133108989176,C2
0.1296483675960926,0.8595255762589888,C2
0.10225547709489619,0.8200082956766219,C2
0.049639041237237724,0.6846051952172416,C2
0.1033260564876349,0.6623040889795555,C2
0.0960793346691303,0.5561624329928254,C2
0.06879325155518574,0.5366399416908544,C2
0.09061106216782505,0.41836516870194285,C2
0.08905971121839498,0.4557142920471953,C2
0.08213295815883842,0.32183358438530957,C2
0.09760557753112253,0.26741311365613146,C2
0.1154581673811613,0.22390508117801408,C2
0.18024805251061396,0.35516358274550597,C2
0.1345737626730607,0.35279086129505405,C2
0.15497857099747697,0.34400859419622126,C2
0.1077698250203949,0.39539288795053956,C2
0.10509860127489856,0.46472478132845696,C2
0.11684407711084638,0.4910034361210802,C2
0.10130900398166941,0.4991173109372814,C2
0.0515023132848318,0.5452186547964998,C2
0.0884001953283907,0.4669780226955137,C2
0.028823601703096953,0.39735486903690387,C2
0.0400941867481668,0.3807230222369019,C2
0.11678883416507184,0.2989013676870236,C2
0.1781461844001304,0.2238172489470972,C2
0.22756894798739513,0.23185128173854772,C2
0.17272412668971673,0.1705200301062148,C2
0.23358846547229464,0.13619613039524842,C2
0.30253701838709446,0.1263827692718457,C2
0.2970282274473875,0.05267241385253715,C2
0.274300911146284,0.07909368003959355,C2
0.28805749769029787,0.06497930894952428,C2
0.2828219624496299,0.11504336250347998,C2
0.2813341170087526,0.08503756870683746,C2
0.26861782635828074,0.1178635850874951,C2
0.18117016812908093,0.14803827473177178,C2
0.22975043272825083,0.17604855743966794,C2
0.1387649936099645,0.19128444789505658,C2
0.14958855997894419,0.21536677591104134,C2
0.1316801856040793,0.20048382622709326,C2
0.10219700642399732,0.18335584444389585,C2
0.1895528729280075,0.10727842539717426,C2
0.1831870875379439,0.0614452853466797,C2
0.2926115682567349,0.0,C2
